region_code,sector,year,month,variable,value,estimate_flag,method_used
EL,ALL,2054,,transport_environ_tax,1263.541996,modeled,pooled-drift (annual)
EL,ALL,2055,,transport_environ_tax,1251.959816,modeled,pooled-drift (annual)
EL30,A,2011,,employment,5442,observed,observed
EL30,A,2012,,employment,5321,observed,observed
EL30,A,2013,,employment,5662,observed,observed
EL30,A,2014,,employment,18023,observed,observed
EL30,A,2015,,employment,20184,observed,observed
EL30,A,2016,,employment,25701,observed,observed
EL30,A,2017,,employment,21864,observed,observed
EL30,A,2018,,employment,21279,observed,observed
EL30,A,2019,,employment,21089,observed,observed
EL30,A,2020,,employment,21112,observed,observed
EL30,A,2021,,employment,19057,observed,observed
EL30,A,2022,,employment,16774,observed,observed
EL30,A,2023,,employment,18382.95724,modeled,pooled-drift (annual)
EL30,A,2024,,employment,20345.58181,modeled,pooled-drift (annual)
EL30,A,2025,,employment,22517.74259,modeled,pooled-drift (annual)
EL30,A,2026,,employment,24921.81035,modeled,pooled-drift (annual)
EL30,A,2027,,employment,27582.54424,modeled,pooled-drift (annual)
EL30,A,2028,,employment,30527.34677,modeled,pooled-drift (annual)
EL30,A,2029,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2030,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2031,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2032,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2033,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2034,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2035,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2036,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2037,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2038,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2039,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2040,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2041,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2042,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2043,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2044,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2045,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2046,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2047,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2048,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2049,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2050,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2051,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2052,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2053,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2054,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2055,,employment,32652,modeled,pooled-drift (annual)
EL30,A,2011,,no_units,2717,observed,observed
EL30,A,2012,,no_units,2658,observed,observed
EL30,A,2013,,no_units,2672,observed,observed
EL30,A,2014,,no_units,15233,observed,observed
EL30,A,2015,,no_units,15914,observed,observed
EL30,A,2016,,no_units,18926,observed,observed
EL30,A,2017,,no_units,21016,observed,observed
EL30,A,2018,,no_units,23410,observed,observed
EL30,A,2019,,no_units,23510,observed,observed
EL30,A,2020,,no_units,23232,observed,observed
EL30,A,2021,,no_units,24031,observed,observed
EL30,A,2022,,no_units,25030,observed,observed
EL30,A,2023,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2024,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2025,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2026,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2027,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2028,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2029,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2030,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2031,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2032,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2033,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2034,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2035,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2036,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2037,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2038,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2039,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2040,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2041,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2042,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2043,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2044,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2045,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2046,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2047,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2048,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2049,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2050,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2051,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2052,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2053,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2054,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2055,,no_units,16302,modeled,pooled-drift (annual)
EL30,A,2011,,turnover,701773,observed,observed
EL30,A,2012,,turnover,659825,observed,observed
EL30,A,2013,,turnover,727704,observed,observed
EL30,A,2014,,turnover,697027,observed,observed
EL30,A,2015,,turnover,759228,observed,observed
EL30,A,2016,,turnover,743128.9536,observed,observed
EL30,A,2017,,turnover,771162.26,observed,observed
EL30,A,2018,,turnover,756931.5297,observed,observed
EL30,A,2019,,turnover,709292.2061,observed,observed
EL30,A,2020,,turnover,759318.9196,observed,observed
EL30,A,2021,,turnover,1007023.233,observed,observed
EL30,A,2022,,turnover,1237760.666,observed,observed
EL30,A,2023,,turnover,1302751.297,modeled,pooled-drift (annual)
EL30,A,2024,,turnover,1371671.934,modeled,pooled-drift (annual)
EL30,A,2025,,turnover,1444238.742,modeled,pooled-drift (annual)
EL30,A,2026,,turnover,1520644.618,modeled,pooled-drift (annual)
EL30,A,2027,,turnover,1601092.663,modeled,pooled-drift (annual)
EL30,A,2028,,turnover,1685796.725,modeled,pooled-drift (annual)
EL30,A,2029,,turnover,1774981.962,modeled,pooled-drift (annual)
EL30,A,2030,,turnover,1868885.447,modeled,pooled-drift (annual)
EL30,A,2031,,turnover,1967756.794,modeled,pooled-drift (annual)
EL30,A,2032,,turnover,2071858.821,modeled,pooled-drift (annual)
EL30,A,2033,,turnover,2181468.253,modeled,pooled-drift (annual)
EL30,A,2034,,turnover,2296876.452,modeled,pooled-drift (annual)
EL30,A,2035,,turnover,2418390.196,modeled,pooled-drift (annual)
EL30,A,2036,,turnover,2546332.492,modeled,pooled-drift (annual)
EL30,A,2037,,turnover,2681043.436,modeled,pooled-drift (annual)
EL30,A,2038,,turnover,2822881.115,modeled,pooled-drift (annual)
EL30,A,2039,,turnover,2972222.562,modeled,pooled-drift (annual)
EL30,A,2040,,turnover,3129464.756,modeled,pooled-drift (annual)
EL30,A,2041,,turnover,3295025.676,modeled,pooled-drift (annual)
EL30,A,2042,,turnover,3469345.416,modeled,pooled-drift (annual)
EL30,A,2043,,turnover,3508865,modeled,pooled-drift (annual)
EL30,A,2044,,turnover,3508865,modeled,pooled-drift (annual)
EL30,A,2045,,turnover,3508865,modeled,pooled-drift (annual)
EL30,A,2046,,turnover,3508865,modeled,pooled-drift (annual)
EL30,A,2047,,turnover,3508865,modeled,pooled-drift (annual)
EL30,A,2048,,turnover,3508865,modeled,pooled-drift (annual)
EL30,A,2049,,turnover,3508865,modeled,pooled-drift (annual)
EL30,A,2050,,turnover,3508865,modeled,pooled-drift (annual)
EL30,A,2051,,turnover,3508865,modeled,pooled-drift (annual)
EL30,A,2052,,turnover,3508865,modeled,pooled-drift (annual)
EL30,A,2053,,turnover,3508865,modeled,pooled-drift (annual)
EL30,A,2054,,turnover,3508865,modeled,pooled-drift (annual)
EL30,A,2055,,turnover,3508865,modeled,pooled-drift (annual)
EL30,ALL,2013,,arrivals_at_accomond,3239356,observed,observed
EL30,ALL,2014,,arrivals_at_accomond,3861294,observed,observed
EL30,ALL,2015,,arrivals_at_accomond,4062138,observed,observed
EL30,ALL,2016,,arrivals_at_accomond,3997116,observed,observed
EL30,ALL,2017,,arrivals_at_accomond,4395366,observed,observed
EL30,ALL,2018,,arrivals_at_accomond,5047322,observed,observed
EL30,ALL,2019,,arrivals_at_accomond,5136551,observed,observed
EL30,ALL,2020,,arrivals_at_accomond,1469528,observed,observed
EL30,ALL,2021,,arrivals_at_accomond,2453954,observed,observed
EL30,ALL,2022,,arrivals_at_accomond,2376996.462,modeled,pooled-drift (annual)
EL30,ALL,2023,,arrivals_at_accomond,2296634.332,modeled,pooled-drift (annual)
EL30,ALL,2024,,arrivals_at_accomond,2218989.106,modeled,pooled-drift (annual)
EL30,ALL,2025,,arrivals_at_accomond,2143968.931,modeled,pooled-drift (annual)
EL30,ALL,2026,,arrivals_at_accomond,2071485.058,modeled,pooled-drift (annual)
EL30,ALL,2027,,arrivals_at_accomond,2001451.738,modeled,pooled-drift (annual)
EL30,ALL,2028,,arrivals_at_accomond,1933786.124,modeled,pooled-drift (annual)
EL30,ALL,2029,,arrivals_at_accomond,1868408.168,modeled,pooled-drift (annual)
EL30,ALL,2030,,arrivals_at_accomond,1805240.526,modeled,pooled-drift (annual)
EL30,ALL,2031,,arrivals_at_accomond,1744208.473,modeled,pooled-drift (annual)
EL30,ALL,2032,,arrivals_at_accomond,1685239.808,modeled,pooled-drift (annual)
EL30,ALL,2033,,arrivals_at_accomond,1628264.771,modeled,pooled-drift (annual)
EL30,ALL,2034,,arrivals_at_accomond,1573215.962,modeled,pooled-drift (annual)
EL30,ALL,2035,,arrivals_at_accomond,1520028.257,modeled,pooled-drift (annual)
EL30,ALL,2036,,arrivals_at_accomond,1468638.736,modeled,pooled-drift (annual)
EL30,ALL,2037,,arrivals_at_accomond,1418986.606,modeled,pooled-drift (annual)
EL30,ALL,2038,,arrivals_at_accomond,1371013.129,modeled,pooled-drift (annual)
EL30,ALL,2039,,arrivals_at_accomond,1324661.551,modeled,pooled-drift (annual)
EL30,ALL,2040,,arrivals_at_accomond,1279877.04,modeled,pooled-drift (annual)
EL30,ALL,2041,,arrivals_at_accomond,1236606.616,modeled,pooled-drift (annual)
EL30,ALL,2042,,arrivals_at_accomond,1194799.09,modeled,pooled-drift (annual)
EL30,ALL,2043,,arrivals_at_accomond,1154405.004,modeled,pooled-drift (annual)
EL30,ALL,2044,,arrivals_at_accomond,1115376.571,modeled,pooled-drift (annual)
EL30,ALL,2045,,arrivals_at_accomond,1077667.623,modeled,pooled-drift (annual)
EL30,ALL,2046,,arrivals_at_accomond,1041233.549,modeled,pooled-drift (annual)
EL30,ALL,2047,,arrivals_at_accomond,1006031.247,modeled,pooled-drift (annual)
EL30,ALL,2048,,arrivals_at_accomond,972019.0745,modeled,pooled-drift (annual)
EL30,ALL,2049,,arrivals_at_accomond,971806.8,modeled,pooled-drift (annual)
EL30,ALL,2050,,arrivals_at_accomond,971806.8,modeled,pooled-drift (annual)
EL30,ALL,2051,,arrivals_at_accomond,971806.8,modeled,pooled-drift (annual)
EL30,ALL,2052,,arrivals_at_accomond,971806.8,modeled,pooled-drift (annual)
EL30,ALL,2053,,arrivals_at_accomond,971806.8,modeled,pooled-drift (annual)
EL30,ALL,2054,,arrivals_at_accomond,971806.8,modeled,pooled-drift (annual)
EL30,ALL,2055,,arrivals_at_accomond,971806.8,modeled,pooled-drift (annual)
EL30,ALL,2018,,at_risk_poverty,15.4,observed,observed
EL30,ALL,2019,,at_risk_poverty,13.7,observed,observed
EL30,ALL,2020,,at_risk_poverty,12.1,observed,observed
EL30,ALL,2021,,at_risk_poverty,12.9,observed,observed
EL30,ALL,2022,,at_risk_poverty,13.8,observed,observed
EL30,ALL,2023,,at_risk_poverty,14.2,observed,observed
EL30,ALL,2024,,at_risk_poverty,13.7,observed,observed
EL30,ALL,2025,,at_risk_poverty,13.43890782,modeled,pooled-drift (annual)
EL30,ALL,2026,,at_risk_poverty,13.1799272,modeled,pooled-drift (annual)
EL30,ALL,2027,,at_risk_poverty,12.92593739,modeled,pooled-drift (annual)
EL30,ALL,2028,,at_risk_poverty,12.6768422,modeled,pooled-drift (annual)
EL30,ALL,2029,,at_risk_poverty,12.43254731,modeled,pooled-drift (annual)
EL30,ALL,2030,,at_risk_poverty,12.19296022,modeled,pooled-drift (annual)
EL30,ALL,2031,,at_risk_poverty,11.9579902,modeled,pooled-drift (annual)
EL30,ALL,2032,,at_risk_poverty,11.72754828,modeled,pooled-drift (annual)
EL30,ALL,2033,,at_risk_poverty,11.5015472,modeled,pooled-drift (annual)
EL30,ALL,2034,,at_risk_poverty,11.27990137,modeled,pooled-drift (annual)
EL30,ALL,2035,,at_risk_poverty,11.06252687,modeled,pooled-drift (annual)
EL30,ALL,2036,,at_risk_poverty,10.84934138,modeled,pooled-drift (annual)
EL30,ALL,2037,,at_risk_poverty,10.64026419,modeled,pooled-drift (annual)
EL30,ALL,2038,,at_risk_poverty,10.43521611,modeled,pooled-drift (annual)
EL30,ALL,2039,,at_risk_poverty,10.2341195,modeled,pooled-drift (annual)
EL30,ALL,2040,,at_risk_poverty,10.03689822,modeled,pooled-drift (annual)
EL30,ALL,2041,,at_risk_poverty,9.843477582,modeled,pooled-drift (annual)
EL30,ALL,2042,,at_risk_poverty,9.653784344,modeled,pooled-drift (annual)
EL30,ALL,2043,,at_risk_poverty,9.467746677,modeled,pooled-drift (annual)
EL30,ALL,2044,,at_risk_poverty,9.285294133,modeled,pooled-drift (annual)
EL30,ALL,2045,,at_risk_poverty,9.106357625,modeled,pooled-drift (annual)
EL30,ALL,2046,,at_risk_poverty,8.930869394,modeled,pooled-drift (annual)
EL30,ALL,2047,,at_risk_poverty,8.75876299,modeled,pooled-drift (annual)
EL30,ALL,2048,,at_risk_poverty,8.58997324,modeled,pooled-drift (annual)
EL30,ALL,2049,,at_risk_poverty,8.424436231,modeled,pooled-drift (annual)
EL30,ALL,2050,,at_risk_poverty,8.262089279,modeled,pooled-drift (annual)
EL30,ALL,2051,,at_risk_poverty,8.102870908,modeled,pooled-drift (annual)
EL30,ALL,2052,,at_risk_poverty,7.946720827,modeled,pooled-drift (annual)
EL30,ALL,2053,,at_risk_poverty,7.793579908,modeled,pooled-drift (annual)
EL30,ALL,2054,,at_risk_poverty,7.643390161,modeled,pooled-drift (annual)
EL30,ALL,2055,,at_risk_poverty,7.496094714,modeled,pooled-drift (annual)
EL30,ALL,2013,,education,35.2,observed,observed
EL30,ALL,2014,,education,36.3,observed,observed
EL30,ALL,2015,,education,37,observed,observed
EL30,ALL,2016,,education,38,observed,observed
EL30,ALL,2017,,education,38.4,observed,observed
EL30,ALL,2018,,education,39.3,observed,observed
EL30,ALL,2019,,education,40.2,observed,observed
EL30,ALL,2020,,education,41,observed,observed
EL30,ALL,2021,,education,45,observed,observed
EL30,ALL,2022,,education,45.6,observed,observed
EL30,ALL,2023,,education,43.7,observed,observed
EL30,ALL,2024,,education,44.6,observed,observed
EL30,ALL,2025,,education,45.57005856,modeled,pooled-drift (annual)
EL30,ALL,2026,,education,46.56121776,modeled,pooled-drift (annual)
EL30,ALL,2027,,education,47.57393489,modeled,pooled-drift (annual)
EL30,ALL,2028,,education,48.60867886,modeled,pooled-drift (annual)
EL30,ALL,2029,,education,49.66592874,modeled,pooled-drift (annual)
EL30,ALL,2030,,education,50.74617405,modeled,pooled-drift (annual)
EL30,ALL,2031,,education,51.84991494,modeled,pooled-drift (annual)
EL30,ALL,2032,,education,52.97766245,modeled,pooled-drift (annual)
EL30,ALL,2033,,education,54.12993872,modeled,pooled-drift (annual)
EL30,ALL,2034,,education,55.30727727,modeled,pooled-drift (annual)
EL30,ALL,2035,,education,56.5102232,modeled,pooled-drift (annual)
EL30,ALL,2036,,education,57.73933348,modeled,pooled-drift (annual)
EL30,ALL,2037,,education,58.99517719,modeled,pooled-drift (annual)
EL30,ALL,2038,,education,60.27833579,modeled,pooled-drift (annual)
EL30,ALL,2039,,education,61.58940338,modeled,pooled-drift (annual)
EL30,ALL,2040,,education,62.92898699,modeled,pooled-drift (annual)
EL30,ALL,2041,,education,64.29770685,modeled,pooled-drift (annual)
EL30,ALL,2042,,education,65.69619668,modeled,pooled-drift (annual)
EL30,ALL,2043,,education,67.12510398,modeled,pooled-drift (annual)
EL30,ALL,2044,,education,68.58509035,modeled,pooled-drift (annual)
EL30,ALL,2045,,education,70.07683175,modeled,pooled-drift (annual)
EL30,ALL,2046,,education,70.4,modeled,pooled-drift (annual)
EL30,ALL,2047,,education,70.4,modeled,pooled-drift (annual)
EL30,ALL,2048,,education,70.4,modeled,pooled-drift (annual)
EL30,ALL,2049,,education,70.4,modeled,pooled-drift (annual)
EL30,ALL,2050,,education,70.4,modeled,pooled-drift (annual)
EL30,ALL,2051,,education,70.4,modeled,pooled-drift (annual)
EL30,ALL,2052,,education,70.4,modeled,pooled-drift (annual)
EL30,ALL,2053,,education,70.4,modeled,pooled-drift (annual)
EL30,ALL,2054,,education,70.4,modeled,pooled-drift (annual)
EL30,ALL,2055,,education,70.4,modeled,pooled-drift (annual)
